"X","drug_row","drug_row_clean","drug_col","drug_col_clean","cell_line_name","combi_row","combi_col","synergy","fold"
"crizotinib_tamoxifen_mcf7","Crizotinib","crizotinib","Tamoxifen citrate","tamoxifen","MCF7","crizotinib_mcf7","tamoxifen_mcf7",-1.63389106476821,1
"tamoxifen_vismodegib_mcf7","Vismodegib","vismodegib","Tamoxifen citrate","tamoxifen","MCF7","vismodegib_mcf7","tamoxifen_mcf7",-0.764192931636901,3
"axitinib_tamoxifen_mcf7","Axitinib","axitinib","Tamoxifen citrate","tamoxifen","MCF7","axitinib_mcf7","tamoxifen_mcf7",-3.14850547787734,3
"tamoxifen_vemurafenib_mcf7","Vemurafenib","vemurafenib","Tamoxifen citrate","tamoxifen","MCF7","vemurafenib_mcf7","tamoxifen_mcf7",-0.754023653776272,2
"lenalidomide_tamoxifen_mcf7","Lenalidomide","lenalidomide","Tamoxifen citrate","tamoxifen","MCF7","lenalidomide_mcf7","tamoxifen_mcf7",-1.92361032247673,0
"abiraterone_tamoxifen_mcf7","Abiraterone","abiraterone","Tamoxifen citrate","tamoxifen","MCF7","abiraterone_mcf7","tamoxifen_mcf7",-3.63004775610696,2
"pazopanib_tamoxifen_mcf7","Pazopanib hydrochloride","pazopanib","Tamoxifen citrate","tamoxifen","MCF7","pazopanib_mcf7","tamoxifen_mcf7",-1.00988313776974,0
"docetaxel_pemetrexed_mcf7","Pemetrexed","pemetrexed","docetaxel","docetaxel","MCF7","pemetrexed_mcf7","docetaxel_mcf7",-10.7121630087539,3
"dacarbazine_sunitinib_mcf7","dacarbazine","dacarbazine","Sunitinib","sunitinib","MCF7","dacarbazine_mcf7","sunitinib_mcf7",0.399524465496021,4
"pemetrexed_tamoxifen_mcf7","Pemetrexed","pemetrexed","Tamoxifen citrate","tamoxifen","MCF7","pemetrexed_mcf7","tamoxifen_mcf7",1.19360439790019,3
"docetaxel_gefitinib_mcf7","Gefitinib","gefitinib","docetaxel","docetaxel","MCF7","gefitinib_mcf7","docetaxel_mcf7",6.74738098598376,3
"docetaxel_exemestane_mcf7","EXEMESTANE","exemestane","docetaxel","docetaxel","MCF7","exemestane_mcf7","docetaxel_mcf7",-9.5259587698675,4
"chlorambucil_imatinib_mcf7","chlorambucil","chlorambucil","Imatinib","imatinib","MCF7","chlorambucil_mcf7","imatinib_mcf7",1.17095677696874,0
"exemestane_tamoxifen_mcf7","EXEMESTANE","exemestane","Tamoxifen citrate","tamoxifen","MCF7","exemestane_mcf7","tamoxifen_mcf7",-1.54630018096113,3
"altretamine_imatinib_mcf7","altretamine","altretamine","Imatinib","imatinib","MCF7","altretamine_mcf7","imatinib_mcf7",2.92933749761188,0
"topotecan_vismodegib_mcf7","Vismodegib","vismodegib","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","vismodegib_mcf7","topotecan_mcf7",0.306288023308523,0
"crizotinib_topotecan_mcf7","Crizotinib","crizotinib","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","crizotinib_mcf7","topotecan_mcf7",-3.69793332710731,2
"axitinib_topotecan_mcf7","Axitinib","axitinib","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","axitinib_mcf7","topotecan_mcf7",-1.41392320880546,4
"topotecan_vandetanib_mcf7","Vandetanib","vandetanib","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","vandetanib_mcf7","topotecan_mcf7",-4.00300871265426,2
"cabazitaxel_topotecan_mcf7","CABAZITAXEL","cabazitaxel","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","cabazitaxel_mcf7","topotecan_mcf7",2.33426699058213,4
"ruxolitinib_topotecan_mcf7","Ruxolitinib","ruxolitinib","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","ruxolitinib_mcf7","topotecan_mcf7",-5.32048316079845,4
"pazopanib_topotecan_mcf7","Pazopanib hydrochloride","pazopanib","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","pazopanib_mcf7","topotecan_mcf7",-3.85102587284594,2
"dacarbazine_imatinib_mcf7","dacarbazine","dacarbazine","Imatinib","imatinib","MCF7","dacarbazine_mcf7","imatinib_mcf7",1.58378662683479,3
"lenalidomide_topotecan_mcf7","Lenalidomide","lenalidomide","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","lenalidomide_mcf7","topotecan_mcf7",-3.40717178051049,2
"topotecan_vemurafenib_mcf7","Vemurafenib","vemurafenib","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","vemurafenib_mcf7","topotecan_mcf7",-4.2210865526175,3
"imatinib_megestrol_mcf7","MEGESTROL ACETATE","megestrol","Imatinib","imatinib","MCF7","megestrol_mcf7","imatinib_mcf7",6.04313848870922,4
"imatinib_lomustine_mcf7","lomustine","lomustine","Imatinib","imatinib","MCF7","lomustine_mcf7","imatinib_mcf7",0.671157265495518,3
"exemestane_topotecan_mcf7","EXEMESTANE","exemestane","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","exemestane_mcf7","topotecan_mcf7",-2.9024438120177,4
"gefitinib_topotecan_mcf7","Gefitinib","gefitinib","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","gefitinib_mcf7","topotecan_mcf7",-5.92095354926645,0
"carmustine_mitoxantrone_mcf7","mitoxantrone","mitoxantrone","carmustine","carmustine","MCF7","mitoxantrone_mcf7","carmustine_mcf7",-6.6257765557907,0
"pemetrexed_topotecan_mcf7","Pemetrexed","pemetrexed","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","pemetrexed_mcf7","topotecan_mcf7",-4.7353668306221,3
"imatinib_teniposide_mcf7","teniposide","teniposide","Imatinib","imatinib","MCF7","teniposide_mcf7","imatinib_mcf7",6.38362242932254,1
"exemestane_thalidomide_mcf7","EXEMESTANE","exemestane","thalidomide","thalidomide","MCF7","exemestane_mcf7","thalidomide_mcf7",2.24576772317773,0
"gefitinib_thalidomide_mcf7","Gefitinib","gefitinib","thalidomide","thalidomide","MCF7","gefitinib_mcf7","thalidomide_mcf7",-0.916301649561757,0
"mitoxantrone_tamoxifen_mcf7","mitoxantrone","mitoxantrone","Tamoxifen citrate","tamoxifen","MCF7","mitoxantrone_mcf7","tamoxifen_mcf7",6.68214054749037,0
"fludarabine_teniposide_mcf7","teniposide","teniposide","Fludarabine Base","fludarabine","MCF7","teniposide_mcf7","fludarabine_mcf7",1.03765203532103,4
"fludarabine_lomustine_mcf7","lomustine","lomustine","Fludarabine Base","fludarabine","MCF7","lomustine_mcf7","fludarabine_mcf7",-3.81556451436775,4
"fludarabine_megestrol_mcf7","MEGESTROL ACETATE","megestrol","Fludarabine Base","fludarabine","MCF7","megestrol_mcf7","fludarabine_mcf7",4.92212950648682,0
"dacarbazine_fludarabine_mcf7","dacarbazine","dacarbazine","Fludarabine Base","fludarabine","MCF7","dacarbazine_mcf7","fludarabine_mcf7",0.623810766114244,3
"docetaxel_lomustine_mcf7","lomustine","lomustine","docetaxel","docetaxel","MCF7","lomustine_mcf7","docetaxel_mcf7",-4.54864768776762,1
"docetaxel_megestrol_mcf7","MEGESTROL ACETATE","megestrol","docetaxel","docetaxel","MCF7","megestrol_mcf7","docetaxel_mcf7",4.60353353761473,2
"exemestane_lomustine_mcf7","EXEMESTANE","exemestane","lomustine","lomustine","MCF7","exemestane_mcf7","lomustine_mcf7",-3.70619274828448,0
"altretamine_fludarabine_mcf7","altretamine","altretamine","Fludarabine Base","fludarabine","MCF7","altretamine_mcf7","fludarabine_mcf7",7.82133248707767,0
"chlorambucil_fludarabine_mcf7","chlorambucil","chlorambucil","Fludarabine Base","fludarabine","MCF7","chlorambucil_mcf7","fludarabine_mcf7",-8.84991635760876,0
"altretamine_sunitinib_mcf7","altretamine","altretamine","Sunitinib","sunitinib","MCF7","altretamine_mcf7","sunitinib_mcf7",1.15753674635186,4
"docetaxel_teniposide_mcf7","teniposide","teniposide","docetaxel","docetaxel","MCF7","teniposide_mcf7","docetaxel_mcf7",-8.76277394585419,4
"pemetrexed_thalidomide_mcf7","Pemetrexed","pemetrexed","thalidomide","thalidomide","MCF7","pemetrexed_mcf7","thalidomide_mcf7",0.377413430644951,1
"ifosfamide_mitoxantrone_mcf7","mitoxantrone","mitoxantrone","ifosfamide","ifosfamide","MCF7","mitoxantrone_mcf7","ifosfamide_mcf7",-0.388113224851793,1
"altretamine_docetaxel_mcf7","altretamine","altretamine","docetaxel","docetaxel","MCF7","altretamine_mcf7","docetaxel_mcf7",2.7234603660896,2
"tamoxifen_teniposide_mcf7","teniposide","teniposide","Tamoxifen citrate","tamoxifen","MCF7","teniposide_mcf7","tamoxifen_mcf7",0.42171418617144,3
"lomustine_tamoxifen_mcf7","lomustine","lomustine","Tamoxifen citrate","tamoxifen","MCF7","lomustine_mcf7","tamoxifen_mcf7",-5.98055922643919,4
"chlorambucil_docetaxel_mcf7","chlorambucil","chlorambucil","docetaxel","docetaxel","MCF7","chlorambucil_mcf7","docetaxel_mcf7",-13.9909481092869,2
"chlorambucil_methoxsalen_mcf7","chlorambucil","chlorambucil","methoxsalen","methoxsalen","MCF7","chlorambucil_mcf7","methoxsalen_mcf7",-9.32069350199338,3
"altretamine_methoxsalen_mcf7","altretamine","altretamine","methoxsalen","methoxsalen","MCF7","altretamine_mcf7","methoxsalen_mcf7",1.13598028602369,3
"megestrol_tamoxifen_mcf7","MEGESTROL ACETATE","megestrol","Tamoxifen citrate","tamoxifen","MCF7","megestrol_mcf7","tamoxifen_mcf7",1.42472472188489,0
"dacarbazine_docetaxel_mcf7","dacarbazine","dacarbazine","docetaxel","docetaxel","MCF7","dacarbazine_mcf7","docetaxel_mcf7",-8.77916280728311,0
"dacarbazine_tamoxifen_mcf7","dacarbazine","dacarbazine","Tamoxifen citrate","tamoxifen","MCF7","dacarbazine_mcf7","tamoxifen_mcf7",-2.36203195288182,0
"chlorambucil_sunitinib_mcf7","chlorambucil","chlorambucil","Sunitinib","sunitinib","MCF7","chlorambucil_mcf7","sunitinib_mcf7",0.31152614746051,4
"dacarbazine_methoxsalen_mcf7","dacarbazine","dacarbazine","methoxsalen","methoxsalen","MCF7","dacarbazine_mcf7","methoxsalen_mcf7",-0.123172067139614,1
"megestrol_methoxsalen_mcf7","MEGESTROL ACETATE","megestrol","methoxsalen","methoxsalen","MCF7","megestrol_mcf7","methoxsalen_mcf7",4.0498425043767,1
"altretamine_tamoxifen_mcf7","altretamine","altretamine","Tamoxifen citrate","tamoxifen","MCF7","altretamine_mcf7","tamoxifen_mcf7",-1.10347888045295,0
"lomustine_methoxsalen_mcf7","lomustine","lomustine","methoxsalen","methoxsalen","MCF7","lomustine_mcf7","methoxsalen_mcf7",-2.92557574747787,0
"chlorambucil_tamoxifen_mcf7","chlorambucil","chlorambucil","Tamoxifen citrate","tamoxifen","MCF7","chlorambucil_mcf7","tamoxifen_mcf7",-5.7439957756394,0
"gefitinib_vismodegib_mcf7","Vismodegib","vismodegib","Gefitinib","gefitinib","MCF7","vismodegib_mcf7","gefitinib_mcf7",2.06912426654355,3
"axitinib_gefitinib_mcf7","Axitinib","axitinib","Gefitinib","gefitinib","MCF7","axitinib_mcf7","gefitinib_mcf7",5.1569532131773,2
"imatinib_pemetrexed_mcf7","Pemetrexed","pemetrexed","Imatinib","imatinib","MCF7","pemetrexed_mcf7","imatinib_mcf7",5.82568908253691,3
"gefitinib_vandetanib_mcf7","Vandetanib","vandetanib","Gefitinib","gefitinib","MCF7","vandetanib_mcf7","gefitinib_mcf7",4.11208128655796,1
"cabazitaxel_gefitinib_mcf7","CABAZITAXEL","cabazitaxel","Gefitinib","gefitinib","MCF7","cabazitaxel_mcf7","gefitinib_mcf7",11.5932962233719,0
"gefitinib_ruxolitinib_mcf7","Ruxolitinib","ruxolitinib","Gefitinib","gefitinib","MCF7","ruxolitinib_mcf7","gefitinib_mcf7",-1.70947769935767,4
"exemestane_imatinib_mcf7","EXEMESTANE","exemestane","Imatinib","imatinib","MCF7","exemestane_mcf7","imatinib_mcf7",3.54387855820871,3
"gefitinib_imatinib_mcf7","Gefitinib","gefitinib","Imatinib","imatinib","MCF7","gefitinib_mcf7","imatinib_mcf7",0.751072444762067,2
"methoxsalen_teniposide_mcf7","teniposide","teniposide","methoxsalen","methoxsalen","MCF7","teniposide_mcf7","methoxsalen_mcf7",3.07510476064733,1
"imatinib_pazopanib_mcf7","Pazopanib hydrochloride","pazopanib","Imatinib","imatinib","MCF7","pazopanib_mcf7","imatinib_mcf7",3.18301904580567,1
"gefitinib_pazopanib_mcf7","Pazopanib hydrochloride","pazopanib","Gefitinib","gefitinib","MCF7","pazopanib_mcf7","gefitinib_mcf7",9.37691817835529,2
"abiraterone_imatinib_mcf7","Abiraterone","abiraterone","Imatinib","imatinib","MCF7","abiraterone_mcf7","imatinib_mcf7",4.82801636107223,2
"imatinib_lenalidomide_mcf7","Lenalidomide","lenalidomide","Imatinib","imatinib","MCF7","lenalidomide_mcf7","imatinib_mcf7",1.25397341189472,0
"gefitinib_lenalidomide_mcf7","Lenalidomide","lenalidomide","Gefitinib","gefitinib","MCF7","lenalidomide_mcf7","gefitinib_mcf7",-3.86225497774212,1
"imatinib_vemurafenib_mcf7","Vemurafenib","vemurafenib","Imatinib","imatinib","MCF7","vemurafenib_mcf7","imatinib_mcf7",2.11747237291893,3
"abiraterone_gefitinib_mcf7","Abiraterone","abiraterone","Gefitinib","gefitinib","MCF7","abiraterone_mcf7","gefitinib_mcf7",1.64980583091101,1
"axitinib_imatinib_mcf7","Axitinib","axitinib","Imatinib","imatinib","MCF7","axitinib_mcf7","imatinib_mcf7",0.569535592522387,3
"imatinib_vismodegib_mcf7","Vismodegib","vismodegib","Imatinib","imatinib","MCF7","vismodegib_mcf7","imatinib_mcf7",3.26499370747228,4
"crizotinib_imatinib_mcf7","Crizotinib","crizotinib","Imatinib","imatinib","MCF7","crizotinib_mcf7","imatinib_mcf7",4.49592954493335,1
"cabazitaxel_imatinib_mcf7","CABAZITAXEL","cabazitaxel","Imatinib","imatinib","MCF7","cabazitaxel_mcf7","imatinib_mcf7",3.34201880051509,3
"imatinib_vandetanib_mcf7","Vandetanib","vandetanib","Imatinib","imatinib","MCF7","vandetanib_mcf7","imatinib_mcf7",-0.875078695401575,2
"imatinib_ruxolitinib_mcf7","Ruxolitinib","ruxolitinib","Imatinib","imatinib","MCF7","ruxolitinib_mcf7","imatinib_mcf7",1.20030776226535,2
"lenalidomide_thalidomide_mcf7","Lenalidomide","lenalidomide","thalidomide","thalidomide","MCF7","lenalidomide_mcf7","thalidomide_mcf7",-0.956836651796391,1
"mitotane_ruxolitinib_mcf7","Ruxolitinib","ruxolitinib","mitotane","mitotane","MCF7","ruxolitinib_mcf7","mitotane_mcf7",2.01853889030877,4
"cabazitaxel_mitotane_mcf7","CABAZITAXEL","cabazitaxel","mitotane","mitotane","MCF7","cabazitaxel_mcf7","mitotane_mcf7",4.10908333689037,1
"mitotane_vandetanib_mcf7","Vandetanib","vandetanib","mitotane","mitotane","MCF7","vandetanib_mcf7","mitotane_mcf7",-1.10968683973412,1
"axitinib_mitotane_mcf7","Axitinib","axitinib","mitotane","mitotane","MCF7","axitinib_mcf7","mitotane_mcf7",0.272411128424137,1
"mitotane_vismodegib_mcf7","Vismodegib","vismodegib","mitotane","mitotane","MCF7","vismodegib_mcf7","mitotane_mcf7",2.06642216925676,4
"crizotinib_mitotane_mcf7","Crizotinib","crizotinib","mitotane","mitotane","MCF7","crizotinib_mcf7","mitotane_mcf7",-0.995933790324032,0
"abiraterone_thalidomide_mcf7","Abiraterone","abiraterone","thalidomide","thalidomide","MCF7","abiraterone_mcf7","thalidomide_mcf7",0.0466315848542653,0
"gefitinib_lomustine_mcf7","Gefitinib","gefitinib","lomustine","lomustine","MCF7","gefitinib_mcf7","lomustine_mcf7",-5.89825131820777,1
"mitotane_vemurafenib_mcf7","Vemurafenib","vemurafenib","mitotane","mitotane","MCF7","vemurafenib_mcf7","mitotane_mcf7",0.26669174907704,2
"thalidomide_vemurafenib_mcf7","Vemurafenib","vemurafenib","thalidomide","thalidomide","MCF7","vemurafenib_mcf7","thalidomide_mcf7",2.66349434246478,4
"abiraterone_mitotane_mcf7","Abiraterone","abiraterone","mitotane","mitotane","MCF7","abiraterone_mcf7","mitotane_mcf7",2.87999827638519,2
"lenalidomide_mitotane_mcf7","Lenalidomide","lenalidomide","mitotane","mitotane","MCF7","lenalidomide_mcf7","mitotane_mcf7",1.12360553796736,0
"dacarbazine_ifosfamide_mcf7","dacarbazine","dacarbazine","ifosfamide","ifosfamide","MCF7","dacarbazine_mcf7","ifosfamide_mcf7",0.131436753841037,2
"pazopanib_thalidomide_mcf7","Pazopanib hydrochloride","pazopanib","thalidomide","thalidomide","MCF7","pazopanib_mcf7","thalidomide_mcf7",2.63913322430432,1
"mitotane_pazopanib_mcf7","Pazopanib hydrochloride","pazopanib","mitotane","mitotane","MCF7","pazopanib_mcf7","mitotane_mcf7",4.89414587848547,4
"mitotane_pemetrexed_mcf7","Pemetrexed","pemetrexed","mitotane","mitotane","MCF7","pemetrexed_mcf7","mitotane_mcf7",0.170354294691041,0
"chlorambucil_ifosfamide_mcf7","chlorambucil","chlorambucil","ifosfamide","ifosfamide","MCF7","chlorambucil_mcf7","ifosfamide_mcf7",-9.16026151982798,4
"fludarabine_mitoxantrone_mcf7","mitoxantrone","mitoxantrone","Fludarabine Base","fludarabine","MCF7","mitoxantrone_mcf7","fludarabine_mcf7",0.526668351715311,2
"gefitinib_mitotane_mcf7","Gefitinib","gefitinib","mitotane","mitotane","MCF7","gefitinib_mcf7","mitotane_mcf7",0.431572392836186,3
"exemestane_mitotane_mcf7","EXEMESTANE","exemestane","mitotane","mitotane","MCF7","exemestane_mcf7","mitotane_mcf7",1.06384577196029,2
"altretamine_ifosfamide_mcf7","altretamine","altretamine","ifosfamide","ifosfamide","MCF7","altretamine_mcf7","ifosfamide_mcf7",1.53738231075213,4
"methoxsalen_mitoxantrone_mcf7","mitoxantrone","mitoxantrone","methoxsalen","methoxsalen","MCF7","mitoxantrone_mcf7","methoxsalen_mcf7",9.23878634408871,2
"docetaxel_mitoxantrone_mcf7","mitoxantrone","mitoxantrone","docetaxel","docetaxel","MCF7","mitoxantrone_mcf7","docetaxel_mcf7",-3.09050278848834,1
"ifosfamide_teniposide_mcf7","teniposide","teniposide","ifosfamide","ifosfamide","MCF7","teniposide_mcf7","ifosfamide_mcf7",-3.67778800435263,2
"ifosfamide_megestrol_mcf7","MEGESTROL ACETATE","megestrol","ifosfamide","ifosfamide","MCF7","megestrol_mcf7","ifosfamide_mcf7",4.34716120472467,1
"ifosfamide_lomustine_mcf7","lomustine","lomustine","ifosfamide","ifosfamide","MCF7","lomustine_mcf7","ifosfamide_mcf7",-4.22263376698639,0
"methoxsalen_pemetrexed_mcf7","Pemetrexed","pemetrexed","methoxsalen","methoxsalen","MCF7","pemetrexed_mcf7","methoxsalen_mcf7",-0.739216754654312,1
"exemestane_methoxsalen_mcf7","EXEMESTANE","exemestane","methoxsalen","methoxsalen","MCF7","exemestane_mcf7","methoxsalen_mcf7",0.267200113888691,1
"gefitinib_methoxsalen_mcf7","Gefitinib","gefitinib","methoxsalen","methoxsalen","MCF7","gefitinib_mcf7","methoxsalen_mcf7",-0.717806185935286,3
"methoxsalen_pazopanib_mcf7","Pazopanib hydrochloride","pazopanib","methoxsalen","methoxsalen","MCF7","pazopanib_mcf7","methoxsalen_mcf7",3.26016834630479,0
"methoxsalen_vemurafenib_mcf7","Vemurafenib","vemurafenib","methoxsalen","methoxsalen","MCF7","vemurafenib_mcf7","methoxsalen_mcf7",0.941433778147137,1
"lenalidomide_methoxsalen_mcf7","Lenalidomide","lenalidomide","methoxsalen","methoxsalen","MCF7","lenalidomide_mcf7","methoxsalen_mcf7",2.72530260315448,3
"abiraterone_methoxsalen_mcf7","Abiraterone","abiraterone","methoxsalen","methoxsalen","MCF7","abiraterone_mcf7","methoxsalen_mcf7",-1.98653975194673,0
"methoxsalen_vandetanib_mcf7","Vandetanib","vandetanib","methoxsalen","methoxsalen","MCF7","vandetanib_mcf7","methoxsalen_mcf7",-1.04497610850436,0
"cabazitaxel_methoxsalen_mcf7","CABAZITAXEL","cabazitaxel","methoxsalen","methoxsalen","MCF7","cabazitaxel_mcf7","methoxsalen_mcf7",4.89200686292161,3
"crizotinib_methoxsalen_mcf7","Crizotinib","crizotinib","methoxsalen","methoxsalen","MCF7","crizotinib_mcf7","methoxsalen_mcf7",-0.573589659030684,2
"methoxsalen_vismodegib_mcf7","Vismodegib","vismodegib","methoxsalen","methoxsalen","MCF7","vismodegib_mcf7","methoxsalen_mcf7",-1.04380942532321,2
"axitinib_methoxsalen_mcf7","Axitinib","axitinib","methoxsalen","methoxsalen","MCF7","axitinib_mcf7","methoxsalen_mcf7",-0.00796783306772104,4
"methoxsalen_ruxolitinib_mcf7","Ruxolitinib","ruxolitinib","methoxsalen","methoxsalen","MCF7","ruxolitinib_mcf7","methoxsalen_mcf7",-0.110192835540282,4
"methotrexate_ruxolitinib_mcf7","Ruxolitinib","ruxolitinib","methotrexate","methotrexate","MCF7","ruxolitinib_mcf7","methotrexate_mcf7",-1.07376910033222,2
"cyclophosphamide_dacarbazine_mcf7","dacarbazine","dacarbazine","cyclophosphamide","cyclophosphamide","MCF7","dacarbazine_mcf7","cyclophosphamide_mcf7",0.552332942791351,0
"crizotinib_methotrexate_mcf7","Crizotinib","crizotinib","methotrexate","methotrexate","MCF7","crizotinib_mcf7","methotrexate_mcf7",-4.28094753188254,1
"methotrexate_vismodegib_mcf7","Vismodegib","vismodegib","methotrexate","methotrexate","MCF7","vismodegib_mcf7","methotrexate_mcf7",-5.53726222051936,4
"axitinib_methotrexate_mcf7","Axitinib","axitinib","methotrexate","methotrexate","MCF7","axitinib_mcf7","methotrexate_mcf7",-3.32446359901438,3
"methotrexate_vandetanib_mcf7","Vandetanib","vandetanib","methotrexate","methotrexate","MCF7","vandetanib_mcf7","methotrexate_mcf7",-4.15090711402805,0
"cabazitaxel_methotrexate_mcf7","CABAZITAXEL","cabazitaxel","methotrexate","methotrexate","MCF7","cabazitaxel_mcf7","methotrexate_mcf7",-9.93825944539266,2
"altretamine_cyclophosphamide_mcf7","altretamine","altretamine","cyclophosphamide","cyclophosphamide","MCF7","altretamine_mcf7","cyclophosphamide_mcf7",2.1336897004544,4
"chlorambucil_cyclophosphamide_mcf7","chlorambucil","chlorambucil","cyclophosphamide","cyclophosphamide","MCF7","chlorambucil_mcf7","cyclophosphamide_mcf7",-0.903608322475637,2
"abiraterone_methotrexate_mcf7","Abiraterone","abiraterone","methotrexate","methotrexate","MCF7","abiraterone_mcf7","methotrexate_mcf7",-8.94935823221084,4
"methotrexate_vemurafenib_mcf7","Vemurafenib","vemurafenib","methotrexate","methotrexate","MCF7","vemurafenib_mcf7","methotrexate_mcf7",1.00287799995146,1
"methotrexate_pazopanib_mcf7","Pazopanib hydrochloride","pazopanib","methotrexate","methotrexate","MCF7","pazopanib_mcf7","methotrexate_mcf7",0.787451402497392,2
"mitotane_teniposide_mcf7","teniposide","teniposide","mitotane","mitotane","MCF7","teniposide_mcf7","mitotane_mcf7",3.37429748063778,3
"sunitinib_teniposide_mcf7","teniposide","teniposide","Sunitinib","sunitinib","MCF7","teniposide_mcf7","sunitinib_mcf7",1.91023023150687,3
"lomustine_mitotane_mcf7","lomustine","lomustine","mitotane","mitotane","MCF7","lomustine_mcf7","mitotane_mcf7",-4.34500481340519,2
"megestrol_mitotane_mcf7","MEGESTROL ACETATE","megestrol","mitotane","mitotane","MCF7","megestrol_mcf7","mitotane_mcf7",5.46946452260918,3
"cyclophosphamide_teniposide_mcf7","teniposide","teniposide","cyclophosphamide","cyclophosphamide","MCF7","teniposide_mcf7","cyclophosphamide_mcf7",8.75131854674441,1
"cyclophosphamide_lomustine_mcf7","lomustine","lomustine","cyclophosphamide","cyclophosphamide","MCF7","lomustine_mcf7","cyclophosphamide_mcf7",-1.42046337913649,1
"cyclophosphamide_megestrol_mcf7","MEGESTROL ACETATE","megestrol","cyclophosphamide","cyclophosphamide","MCF7","megestrol_mcf7","cyclophosphamide_mcf7",4.80893240751416,2
"dacarbazine_mitotane_mcf7","dacarbazine","dacarbazine","mitotane","mitotane","MCF7","dacarbazine_mcf7","mitotane_mcf7",-0.230569686345338,3
"lomustine_sunitinib_mcf7","lomustine","lomustine","Sunitinib","sunitinib","MCF7","lomustine_mcf7","sunitinib_mcf7",-3.18420468205119,3
"ruxolitinib_thalidomide_mcf7","Ruxolitinib","ruxolitinib","thalidomide","thalidomide","MCF7","ruxolitinib_mcf7","thalidomide_mcf7",-0.0867514798599933,0
"altretamine_mitotane_mcf7","altretamine","altretamine","mitotane","mitotane","MCF7","altretamine_mcf7","mitotane_mcf7",1.02314668578155,1
"altretamine_imiquimod_mcf7","altretamine","altretamine","IMIQUIMOD","imiquimod","MCF7","altretamine_mcf7","imiquimod_mcf7",2.45627062520662,1
"chlorambucil_mitotane_mcf7","chlorambucil","chlorambucil","mitotane","mitotane","MCF7","chlorambucil_mcf7","mitotane_mcf7",-5.41278340754819,4
"megestrol_sunitinib_mcf7","MEGESTROL ACETATE","megestrol","Sunitinib","sunitinib","MCF7","megestrol_mcf7","sunitinib_mcf7",4.07380226294064,4
"fulvestrant_megestrol_mcf7","MEGESTROL ACETATE","megestrol","Fulvestrant","fulvestrant","MCF7","megestrol_mcf7","fulvestrant_mcf7",-4.97284881173164,0
"thalidomide_vismodegib_mcf7","Vismodegib","vismodegib","thalidomide","thalidomide","MCF7","vismodegib_mcf7","thalidomide_mcf7",6.03843732219006,4
"crizotinib_thalidomide_mcf7","Crizotinib","crizotinib","thalidomide","thalidomide","MCF7","crizotinib_mcf7","thalidomide_mcf7",-0.840442089115674,2
"axitinib_thalidomide_mcf7","Axitinib","axitinib","thalidomide","thalidomide","MCF7","axitinib_mcf7","thalidomide_mcf7",0.812718299619814,1
"chlorambucil_imiquimod_mcf7","chlorambucil","chlorambucil","IMIQUIMOD","imiquimod","MCF7","chlorambucil_mcf7","imiquimod_mcf7",-5.65012507373154,4
"thalidomide_vandetanib_mcf7","Vandetanib","vandetanib","thalidomide","thalidomide","MCF7","vandetanib_mcf7","thalidomide_mcf7",-0.724010112941065,3
"cabazitaxel_thalidomide_mcf7","CABAZITAXEL","cabazitaxel","thalidomide","thalidomide","MCF7","cabazitaxel_mcf7","thalidomide_mcf7",9.40030335642101,0
"dasatinib_pazopanib_mcf7","Pazopanib hydrochloride","pazopanib","Dasatinib","dasatinib","MCF7","pazopanib_mcf7","dasatinib_mcf7",0.717224916039047,3
"fulvestrant_lomustine_mcf7","lomustine","lomustine","Fulvestrant","fulvestrant","MCF7","lomustine_mcf7","fulvestrant_mcf7",-0.769771267398616,4
"cyclophosphamide_mitoxantrone_mcf7","mitoxantrone","mitoxantrone","cyclophosphamide","cyclophosphamide","MCF7","mitoxantrone_mcf7","cyclophosphamide_mcf7",12.1387130815,2
"abiraterone_dasatinib_mcf7","Abiraterone","abiraterone","Dasatinib","dasatinib","MCF7","abiraterone_mcf7","dasatinib_mcf7",-3.29223129424269,3
"ifosfamide_pemetrexed_mcf7","Pemetrexed","pemetrexed","ifosfamide","ifosfamide","MCF7","pemetrexed_mcf7","ifosfamide_mcf7",-0.110650543819782,2
"gefitinib_ifosfamide_mcf7","Gefitinib","gefitinib","ifosfamide","ifosfamide","MCF7","gefitinib_mcf7","ifosfamide_mcf7",-3.52539175946333,1
"exemestane_ifosfamide_mcf7","EXEMESTANE","exemestane","ifosfamide","ifosfamide","MCF7","exemestane_mcf7","ifosfamide_mcf7",-3.08798946139671,2
